,cluster,Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)
E01023957,5,3
E01023958,5,3
E01023959,7,10
E01023960,6,7
E01023961,6,7
E01023962,7,10
E01023963,6,7
E01023964,1,8
E01023965,7,10
E01023966,7,10
E01023967,1,9
E01023968,7,9
E01023969,7,9
E01023970,6,6
E01023971,7,10
E01023972,5,3
E01023973,4,2
E01023974,4,2
E01023975,4,2
E01023976,4,2
E01023977,6,6
E01023978,2,5
E01023979,6,6
E01023980,6,5
E01023981,3,3
E01023983,7,9
E01023984,4,2
E01023985,6,5
E01023986,5,4
E01023987,1,6
E01023988,2,6
E01023989,2,6
E01023990,3,2
E01023992,8,5
E01023993,1,8
E01023995,7,9
E01023996,7,10
E01023997,2,4
E01023998,2,4
E01023999,7,9
E01024001,5,3
E01024002,6,4
E01024003,6,7
E01024004,1,8
E01024005,6,5
E01024006,7,9
E01024008,1,9
E01024009,1,7
E01024010,6,5
E01024011,7,8
E01024012,7,8
E01024013,6,6
E01024014,2,5
E01024015,1,8
E01024016,6,6
E01024017,7,8
E01024019,4,2
E01024020,9,1
E01024021,6,5
E01024022,6,6
E01024023,6,5
E01024024,6,8
E01024025,6,5
E01024026,6,7
E01024027,3,4
E01024028,4,2
E01024029,5,4
E01024031,2,4
E01024032,2,4
E01024033,2,5
E01024034,1,6
E01024035,1,7
E01024036,1,6
E01024037,7,7
E01024038,6,5
E01024039,2,5
E01024040,6,6
E01024041,1,9
E01024042,3,4
E01024043,1,8
E01024044,7,9
E01024045,7,8
E01024046,7,10
E01024047,4,2
E01024048,6,5
E01024049,4,1
E01024052,6,6
E01024053,7,8
E01024054,2,5
E01024055,1,8
E01024056,1,10
E01024057,7,9
E01024058,1,8
E01024059,5,3
E01024060,7,8
E01024061,4,2
E01024062,6,6
E01024063,7,8
E01024064,1,6
E01024065,6,5
E01024066,4,2
E01024067,2,6
E01024068,1,9
E01024069,8,7
E01024070,6,6
E01024071,6,6
E01024072,8,6
E01024073,6,7
E01024074,7,10
E01024075,5,5
E01024076,7,8
E01024077,1,8
E01024078,4,2
E01024079,6,6
E01024080,4,2
E01024081,9,1
E01024082,6,5
E01024083,4,2
E01024084,6,6
E01024085,1,9
E01024086,5,5
E01024087,8,4
E01024088,7,9
E01024089,1,9
E01024090,5,3
E01024091,4,2
E01024092,5,3
E01024093,4,2
E01024094,6,7
E01024095,5,5
E01024096,6,7
E01024097,6,7
E01024098,7,8
E01024099,5,3
E01024100,7,8
E01024101,1,7
E01024102,7,9
E01024103,5,3
E01024104,7,9
E01024105,6,8
E01024106,7,9
E01024107,7,10
E01024108,4,2
E01024109,1,7
E01024110,8,5
E01024111,5,4
E01024112,7,9
E01024113,6,7
E01024114,7,10
E01024115,7,10
E01024116,7,10
E01024117,6,6
E01024118,5,5
E01024119,4,3
E01024120,5,4
E01024121,7,7
E01024122,6,5
E01024123,1,9
E01024124,7,7
E01024126,4,2
E01024127,1,7
E01024128,4,2
E01024129,7,7
E01024130,6,6
E01024131,7,7
E01024132,6,4
E01024133,1,7
E01024134,8,4
E01024135,5,2
E01024136,8,6
E01024137,7,7
E01024138,8,4
E01024139,7,9
E01024140,1,7
E01024141,6,6
E01024142,6,5
E01024143,7,9
E01024144,7,10
E01024145,1,8
E01024146,7,9
E01024147,7,9
E01024148,9,1
E01024149,6,5
E01024150,7,10
E01024151,7,10
E01024152,6,6
E01024153,7,10
E01024154,4,2
E01024155,4,2
E01024156,8,5
E01024157,1,7
E01024158,6,7
E01024159,1,9
E01024160,1,9
E01024161,8,5
E01024162,2,4
E01024163,8,5
E01024164,8,5
E01024165,4,2
E01024166,3,3
E01024167,8,4
E01024168,8,4
E01024169,5,3
E01024170,4,2
E01024171,6,5
E01024172,2,6
E01024173,2,6
E01024174,6,5
E01024175,7,8
E01024176,8,3
E01024177,4,2
E01024178,5,4
E01024179,6,5
E01024180,6,6
E01024181,8,5
E01024182,8,4
E01024183,7,8
E01024184,7,8
E01024185,7,7
E01024186,7,9
E01024187,2,6
E01024188,1,7
E01024189,6,6
E01024190,6,4
E01024191,5,4
E01024192,4,2
E01024193,9,1
E01024194,5,4
E01024195,5,3
E01024196,9,1
E01024197,5,4
E01024198,2,5
E01024200,2,4
E01024201,2,5
E01024202,6,5
E01024203,1,8
E01024204,5,4
E01024205,6,6
E01024206,2,5
E01024207,2,5
E01024208,3,4
E01024209,7,8
E01024212,6,6
E01024213,7,9
E01024214,4,2
E01024215,9,1
E01024216,6,5
E01024217,5,3
E01024218,4,2
E01024219,5,3
E01024220,6,5
E01024221,7,8
E01024222,5,4
E01024223,5,5
E01024224,6,7
E01024225,6,5
E01024226,5,4
E01024227,6,5
E01024228,8,5
E01024229,6,5
E01024230,6,7
E01024231,6,5
E01024232,6,7
E01024233,7,10
E01024234,1,6
E01024235,7,8
E01024236,1,7
E01024237,7,8
E01024238,2,5
E01024239,5,3
E01024240,10,1
E01024241,4,2
E01024242,1,7
E01024243,5,5
E01024244,7,9
E01024245,1,7
E01024246,4,2
E01024247,4,2
E01024248,4,3
E01024249,4,2
E01024250,6,6
E01024251,6,7
E01024252,6,7
E01024253,1,9
E01024254,6,5
E01024255,7,8
E01024256,7,9
E01024257,4,2
E01024258,8,4
E01024259,7,9
E01024260,6,7
E01024261,7,8
E01024262,5,4
E01024263,4,2
E01024264,5,3
E01024265,7,9
E01024266,6,6
E01024267,7,6
E01024268,7,8
E01024269,7,9
E01024270,7,10
E01024271,6,7
E01024272,7,10
E01024273,1,7
E01024274,6,7
E01024275,7,9
E01024276,6,6
E01024277,4,2
E01024278,9,1
E01024279,5,4
E01024280,5,3
E01024281,8,4
E01024282,6,6
E01024283,8,5
E01024284,8,4
E01024285,6,7
E01024286,7,8
E01024287,5,4
E01024288,6,7
E01024290,8,4
E01024291,5,3
E01024292,8,6
E01024293,8,4
E01024294,4,2
E01024295,4,2
E01024296,5,4
E01024297,7,9
E01024298,7,9
E01024299,7,9
E01024300,7,9
E01024301,1,6
E01024302,1,7
E01024303,6,6
E01024304,6,5
E01024305,4,2
E01024306,4,2
E01024307,5,3
E01024308,9,1
E01024309,5,3
E01024310,5,3
E01024311,4,2
E01024312,8,4
E01024313,7,8
E01024314,6,6
E01024315,4,2
E01024316,1,7
E01024317,7,7
E01024318,7,7
E01024319,6,5
E01024320,7,10
E01024321,7,10
E01024322,7,10
E01024323,7,10
E01024324,7,10
E01024325,7,10
E01024326,7,10
E01024327,7,10
E01024328,7,8
E01024329,7,10
E01024330,7,10
E01024331,7,9
E01024332,2,6
E01024333,1,7
E01024334,1,8
E01024335,2,5
E01024336,7,10
E01024337,7,10
E01024338,1,9
E01024339,8,4
E01024340,8,6
E01024341,7,10
E01024342,6,5
E01024343,7,8
E01024344,7,8
E01024345,2,5
E01024346,2,6
E01024347,2,5
E01024348,7,10
E01024349,7,10
E01024350,1,7
E01024351,1,8
E01024352,5,3
E01024353,7,9
E01024354,1,8
E01024355,7,7
E01024356,8,5
E01024357,8,5
E01024358,5,4
E01024360,1,7
E01024361,6,6
E01024362,1,7
E01024363,6,6
E01024364,8,4
E01024365,7,9
E01024366,2,5
E01024367,6,6
E01024369,7,9
E01024371,6,6
E01024372,8,4
E01024373,8,4
E01024374,4,2
E01024375,1,7
E01024376,7,9
E01024377,6,4
E01024378,6,6
E01024379,2,5
E01024380,2,7
E01024381,5,4
E01024382,8,5
E01024383,8,5
E01024384,3,3
E01024385,7,8
E01024386,7,9
E01024387,2,4
E01024388,6,6
E01024389,9,1
E01024390,4,2
E01024391,4,2
E01024392,5,3
E01024393,6,5
E01024394,7,9
E01024395,5,3
E01024396,5,3
E01024397,4,1
E01024398,4,2
E01024399,5,3
E01024400,6,5
E01024401,6,6
E01024402,7,10
E01024403,6,7
E01024404,7,10
E01024405,6,7
E01024406,1,6
E01024407,1,7
E01024408,7,9
E01024409,7,8
E01024410,1,6
E01024411,6,6
E01024413,6,5
E01024414,7,8
E01024415,1,9
E01024416,1,8
E01024417,6,7
E01024418,7,10
E01024419,2,8
E01024420,2,5
E01024421,8,5
E01024422,7,7
E01024423,7,10
E01024424,7,10
E01024425,6,6
E01024426,1,10
E01024427,5,5
E01024428,6,5
E01024429,5,4
E01024430,1,7
E01024431,1,9
E01024432,6,6
E01024433,1,7
E01024434,7,8
E01024435,6,6
E01024436,1,6
E01024437,6,6
E01024438,7,8
E01024439,1,8
E01024440,1,8
E01024441,7,10
E01024442,1,8
E01024443,7,10
E01024444,5,4
E01024445,7,10
E01024446,7,10
E01024447,6,6
E01024448,7,7
E01024449,1,10
E01024450,7,9
E01024451,1,8
E01024452,2,5
E01024453,7,10
E01024454,1,8
E01024455,2,7
E01024456,2,7
E01024457,6,6
E01024458,1,7
E01024459,2,7
E01024460,6,6
E01024461,7,10
E01024462,1,9
E01024463,7,10
E01024464,1,10
E01024465,6,7
E01024466,6,6
E01024467,7,10
E01024468,7,10
E01024469,7,10
E01024470,7,10
E01024471,7,10
E01024472,6,6
E01024473,6,8
E01024474,7,10
E01024475,6,8
E01024476,4,2
E01024477,4,2
E01024478,6,6
E01024479,7,7
E01024480,4,3
E01024481,5,4
E01024482,5,3
E01024483,7,9
E01024484,1,8
E01024485,6,5
E01024486,5,3
E01024487,5,3
E01024488,5,3
E01024489,6,4
E01024490,2,7
E01024491,6,6
E01024492,5,4
E01024493,5,3
E01024494,5,4
E01024495,6,5
E01024496,9,1
E01024497,5,3
E01024498,10,1
E01024499,5,3
E01024500,4,2
E01024501,5,3
E01024502,4,2
E01024503,5,4
E01024504,9,1
E01024505,4,2
E01024507,9,1
E01024508,5,3
E01024509,3,3
E01024510,5,4
E01024511,7,8
E01024512,6,5
E01024513,6,6
E01024514,7,8
E01024515,6,7
E01024516,6,5
E01024517,4,2
E01024518,6,6
E01024519,1,7
E01024520,5,5
E01024521,1,7
E01024522,6,6
E01024523,7,10
E01024524,4,2
E01024525,6,6
E01024526,1,9
E01024527,7,8
E01024528,6,5
E01024529,5,3
E01024530,1,6
E01024531,6,5
E01024532,6,5
E01024533,3,2
E01024534,4,2
E01024535,5,3
E01024536,2,6
E01024537,6,5
E01024538,6,7
E01024539,4,3
E01024540,6,6
E01024541,5,4
E01024542,6,8
E01024544,6,5
E01024545,1,8
E01024546,8,5
E01024547,6,7
E01024548,3,2
E01024549,2,2
E01024550,1,7
E01024551,6,5
E01024552,5,3
E01024553,7,7
E01024554,1,6
E01024555,2,5
E01024556,2,5
E01024557,5,4
E01024558,1,7
E01024559,5,3
E01024560,5,3
E01024561,8,5
E01024562,6,5
E01024563,9,1
E01024564,7,7
E01024565,2,4
E01024566,2,4
E01024567,5,4
E01024568,7,7
E01024569,6,7
E01024570,3,3
E01024571,6,5
E01024572,8,6
E01024573,6,7
E01024575,7,8
E01024576,6,7
E01024577,5,4
E01024578,6,6
E01024579,5,4
E01024580,9,1
E01024581,4,1
E01024582,5,4
E01024583,5,3
E01024584,9,1
E01024585,4,2
E01024586,5,4
E01024587,5,4
E01024588,5,5
E01024589,6,6
E01024590,10,1
E01024591,3,3
E01024592,6,6
E01024593,5,4
E01024594,6,5
E01024595,6,5
E01024596,4,2
E01024597,9,1
E01024598,6,6
E01024599,5,2
E01024600,4,2
E01024601,5,4
E01024602,8,7
E01024603,7,8
E01024604,4,2
E01024605,7,8
E01024606,6,5
E01024608,5,3
E01024609,10,1
E01024610,9,1
E01024611,9,1
E01024612,9,1
E01024613,9,1
E01024614,10,1
E01024615,10,1
E01024616,9,1
E01024618,9,1
E01024619,6,5
E01024620,5,3
E01024621,9,1
E01024622,2,3
E01024623,5,4
E01024624,8,4
E01024625,1,8
E01024626,7,9
E01024627,4,2
E01024628,2,5
E01024629,7,8
E01024630,6,6
E01024631,7,10
E01024632,7,10
E01024633,4,2
E01024634,3,3
E01024635,6,7
E01024636,6,8
E01024637,7,8
E01024638,6,5
E01024639,5,5
E01024640,5,4
E01024641,5,3
E01024642,1,8
E01024643,8,5
E01024644,7,10
E01024645,5,4
E01024646,4,2
E01024647,5,5
E01024648,4,2
E01024649,4,1
E01024650,6,7
E01024651,5,4
E01024652,7,8
E01024653,6,6
E01024654,6,5
E01024655,6,7
E01024656,5,4
E01024657,10,1
E01024658,9,1
E01024659,4,2
E01024660,9,1
E01024661,9,1
E01024662,9,1
E01024663,10,1
E01024664,4,2
E01024665,5,4
E01024666,10,1
E01024667,9,1
E01024668,5,3
E01024669,5,3
E01024670,4,2
E01024671,9,1
E01024672,9,1
E01024673,5,4
E01024674,6,5
E01024675,1,7
E01024676,10,1
E01024677,4,2
E01024678,10,1
E01024679,6,5
E01024680,6,6
E01024681,5,4
E01024682,9,1
E01024683,10,1
E01024684,4,2
E01024685,4,2
E01024686,4,2
E01024687,10,1
E01024688,5,3
E01024689,6,7
E01024690,5,5
E01024691,6,7
E01024692,6,6
E01024693,7,8
E01024694,5,4
E01024695,5,3
E01024696,5,4
E01024697,9,1
E01024698,8,4
E01024699,9,2
E01024700,6,6
E01024701,2,4
E01024702,5,4
E01024703,8,5
E01024704,6,5
E01024705,3,4
E01024706,7,8
E01024707,6,7
E01024708,7,8
E01024709,6,6
E01024710,9,1
E01024711,6,5
E01024712,7,7
E01024713,5,3
E01024714,5,4
E01024715,5,3
E01024716,6,6
E01024717,3,2
E01024718,7,10
E01024719,1,6
E01024720,7,9
E01024721,1,7
E01024722,7,10
E01024723,2,7
E01024724,1,9
E01024725,7,10
E01024726,6,7
E01024727,1,6
E01024728,6,5
E01024729,6,6
E01024730,7,8
E01024731,7,10
E01024732,8,7
E01024733,7,10
E01024734,1,7
E01024735,7,9
E01024736,6,6
E01024737,1,7
E01024740,1,7
E01024741,4,2
E01024742,5,3
E01024743,6,7
E01024744,1,8
E01024745,7,9
E01024746,2,5
E01024747,5,4
E01024748,7,10
E01024749,5,5
E01024750,7,8
E01024751,7,10
E01024752,7,10
E01024753,7,9
E01024754,1,9
E01024755,1,10
E01024756,6,5
E01024757,7,9
E01024758,1,7
E01024760,1,8
E01024761,1,8
E01024762,7,8
E01024763,6,6
E01024764,6,6
E01024765,7,9
E01024766,6,6
E01024767,5,4
E01024768,7,10
E01024771,5,4
E01024772,6,8
E01024773,7,9
E01024774,6,4
E01024775,4,2
E01024776,5,4
E01024777,5,3
E01024778,7,9
E01024779,7,8
E01024780,6,7
E01024781,7,10
E01024782,7,10
E01024783,6,6
E01024784,1,7
E01024785,7,10
E01024786,2,5
E01024787,2,5
E01024788,6,5
E01024789,2,7
E01024790,6,6
E01024791,7,9
E01024792,1,8
E01024793,2,6
E01024794,8,7
E01024795,5,3
E01024796,6,5
E01024797,7,9
E01024798,1,7
E01024799,7,9
E01024800,7,10
E01024801,7,8
E01024802,7,9
E01024803,1,7
E01024804,2,6
E01024805,2,7
E01024806,2,6
E01024807,6,6
E01024808,7,9
E01024809,7,7
E01024810,1,7
E01024811,7,10
E01024812,1,6
E01024813,6,7
E01024814,7,9
E01024815,6,5
E01024816,1,8
E01024817,7,10
E01024818,1,10
E01024819,7,10
E01024820,7,10
E01024821,7,9
E01024822,6,8
E01024823,7,10
E01024824,7,10
E01024825,7,9
E01024826,7,9
E01024827,6,8
E01024828,7,8
E01024829,7,9
E01024830,6,6
E01024831,6,4
E01024832,7,10
E01024833,6,6
E01024834,7,9
E01024835,7,10
E01024836,6,6
E01024837,7,10
E01024838,7,10
E01024839,1,7
E01024840,4,2
E01024841,5,4
E01024842,5,4
E01024843,5,4
E01024844,7,8
E01024845,6,8
E01024846,6,7
E01024847,6,6
E01024848,6,6
E01024849,7,9
E01024850,7,10
E01024851,1,9
E01024852,7,10
E01024853,7,10
E01024854,1,10
E01024855,10,1
E01024856,9,1
E01024857,4,1
E01024858,10,1
E01024859,8,5
E01024860,6,6
E01024861,6,6
E01024862,7,8
E01024863,4,1
E01024864,8,3
E01024865,9,1
E01024866,5,3
E01024867,7,9
E01024868,6,7
E01024869,1,8
E01024870,2,6
E01024871,8,4
E01024872,10,1
E01024873,5,5
E01024874,7,7
E01024875,9,1
E01024876,9,1
E01024877,10,1
E01024878,9,1
E01024879,5,3
E01024880,5,4
E01024881,4,2
E01024882,4,1
E01024883,4,2
E01024884,5,3
E01024885,4,1
E01024886,4,1
E01024887,5,3
E01024888,8,5
E01024889,5,3
E01024890,4,2
E01024891,5,4
E01024892,5,3
E01024893,4,2
E01024894,5,4
E01024895,9,1
E01024896,5,4
E01024897,4,2
E01024898,9,1
E01024899,9,1
E01024900,10,1
E01024901,7,8
E01024902,4,2
E01024903,4,2
E01024904,4,2
E01024905,6,7
E01024906,10,1
E01024907,9,1
E01024908,10,1
E01024909,9,1
E01024910,4,1
E01024911,5,3
E01024912,7,8
E01024913,7,8
E01024914,6,7
E01024915,6,6
E01024916,7,9
E01024917,6,5
E01024918,7,9
E01024919,6,6
E01024920,6,8
E01024921,1,7
E01024922,6,7
E01024923,7,8
E01024924,1,7
E01024925,9,1
E01024926,4,3
E01024927,8,4
E01024928,5,5
E01024929,9,1
E01024930,5,4
E01024931,5,3
E01024932,1,7
E01024933,4,3
E01024934,7,8
E01024935,7,9
E01024936,8,4
E01024937,7,9
E01024938,6,7
E01024939,7,8
E01024940,4,2
E01024941,4,2
E01024942,4,2
E01024943,5,3
E01024944,1,8
E01024945,5,4
E01024946,7,9
E01024947,1,9
E01024948,7,8
E01024949,7,8
E01024950,7,10
E01024951,4,2
E01024952,4,3
E01024953,9,1
E01024954,5,5
E01024955,6,7
E01024956,7,8
E01024957,6,6
E01024958,5,5
E01024959,4,2
E01024960,5,4
E01024961,6,6
E01024962,6,8
E01024963,7,10
E01024964,1,9
E01024965,7,10
E01024966,7,9
E01024967,7,9
E01024968,7,10
E01024969,5,4
E01024970,7,10
E01024971,7,8
E01024972,7,9
E01024973,1,8
E01024974,7,10
E01024975,8,4
E01024976,7,9
E01024977,7,10
E01024978,6,7
E01024979,7,9
E01024980,7,9
E01024981,7,10
E01024982,6,5
E01024983,7,9
E01024984,6,7
E01024985,6,6
E01024986,4,2
E01024987,9,1
E01024988,5,3
E01024989,8,4
E01024990,6,7
E01024991,8,7
E01024992,7,9
E01024993,7,7
E01024994,7,9
E01024995,6,7
E01024996,4,2
E01024997,7,9
E01024998,5,4
E01024999,6,7
E01025000,6,8
E01025001,5,4
E01025002,6,6
E01025003,6,7
E01025004,6,7
E01025005,6,8
E01025006,4,1
E01025007,7,10
E01025008,7,9
E01025009,5,5
E01025010,7,8
E01025011,4,3
E01025012,6,8
E01025013,5,5
E01025014,1,6
E01025015,7,10
E01025016,7,10
E01025017,5,4
E01025018,6,8
E01025019,7,10
E01025020,6,6
E01025021,7,9
E01025022,7,9
E01025023,7,9
E01025024,5,5
E01025025,5,5
E01025026,8,6
E01025027,6,6
E01025028,6,7
E01025029,6,7
E01025030,5,4
E01025031,6,5
E01025032,4,2
E01025033,6,7
E01025034,5,3
E01025035,5,4
E01025036,10,1
E01025037,4,2
E01025038,7,8
E01025039,7,9
E01025040,7,7
E01025041,10,1
E01025042,9,1
E01025044,4,2
E01025045,10,1
E01025046,10,1
E01025048,6,7
E01025049,9,1
E01025050,5,3
E01025051,4,2
E01025052,7,7
E01025053,6,5
E01025054,5,3
E01025055,4,2
E01025056,6,8
E01025057,8,4
E01025058,4,3
E01025059,4,2
E01025060,4,2
E01025061,6,5
E01025062,9,1
E01025063,5,3
E01025064,7,9
E01025065,8,3
E01025066,8,6
E01025067,9,1
E01025068,9,1
E01025069,4,2
E01025070,4,1
E01025071,8,3
E01025072,4,2
E01025073,5,4
E01025074,7,8
E01025075,4,2
E01025076,5,3
E01025077,4,2
E01025078,6,6
E01025079,6,7
E01025080,8,5
E01025081,7,7
E01025082,9,1
E01025083,9,1
E01025084,9,1
E01025085,6,5
E01025086,7,8
E01025087,4,3
E01025088,7,8
E01025089,6,7
E01025090,7,9
E01025091,4,2
E01025092,9,1
E01025093,8,4
E01025094,8,3
E01025095,8,5
E01025096,6,7
E01025097,5,3
E01025098,8,5
E01025099,8,3
E01025100,8,4
E01025101,4,2
E01025102,8,7
E01025103,7,10
E01025105,2,8
E01025106,6,7
E01025107,2,6
E01025108,7,8
E01025109,7,8
E01025110,10,1
E01025111,5,3
E01025112,9,1
E01025113,8,4
E01025114,6,6
E01025115,4,2
E01025116,4,2
E01025117,10,1
E01025118,4,1
E01025119,5,4
E01025120,4,1
E01025121,6,6
E01025122,6,6
E01025123,6,6
E01025124,4,2
E01025125,8,7
E01025126,7,10
E01025127,7,9
E01025128,8,5
E01025129,8,6
E01025130,1,7
E01025131,1,7
E01025132,2,6
E01025133,7,9
E01025136,10,1
E01025137,8,4
E01025138,5,3
E01025139,9,1
E01025140,4,1
E01025141,7,7
E01025142,7,8
E01025143,5,3
E01025144,6,6
E01025145,8,6
E01025146,7,10
E01025147,8,7
E01025148,7,9
E01025149,8,3
E01025150,8,3
E01025151,9,1
E01025152,4,2
E01025153,6,5
E01025154,10,1
E01025155,6,7
E01025156,10,1
E01025157,9,2
E01025158,7,10
E01025159,6,7
E01025160,7,10
E01025161,6,6
E01025162,6,7
E01025163,7,8
E01025164,6,6
E01025165,7,9
E01025166,1,8
E01025167,2,6
E01025168,8,5
E01025169,7,7
E01025170,5,4
E01025171,10,1
E01025172,5,3
E01025173,9,2
E01025174,6,7
E01025175,7,8
E01025176,8,6
E01025177,1,9
E01025178,1,8
E01025179,8,5
E01025180,7,8
E01025181,9,1
E01025182,9,1
E01025183,9,1
E01025184,4,1
E01025185,4,1
E01025186,4,1
E01025187,5,4
E01025188,9,1
E01025189,4,1
E01025190,5,4
E01025191,7,8
E01025192,8,3
E01025193,6,5
E01025194,8,4
E01025195,8,6
E01025196,8,3
E01025197,7,7
E01025198,8,4
E01025199,8,7
E01025200,8,4
E01025201,8,4
E01025202,6,6
E01025203,1,7
E01025204,1,8
E01025205,4,2
E01025206,5,5
E01025207,4,1
E01025208,4,2
E01025209,5,3
E01025210,5,2
E01025211,7,9
E01025212,5,4
E01025213,5,3
E01025214,7,8
E01025215,9,1
E01025216,5,4
E01025217,9,1
E01025218,9,1
E01025219,9,1
E01025220,9,2
E01025221,5,3
E01025222,8,6
E01025223,8,3
E01025224,4,1
E01025225,5,3
E01025226,9,1
E01025227,9,1
E01025228,8,5
E01025229,4,1
E01025230,9,1
E01025231,8,5
E01025232,4,2
E01025233,7,8
E01025234,4,3
E01025235,6,5
E01025236,9,1
E01025237,4,2
E01025238,9,1
E01025239,6,5
E01025240,7,9
E01025241,7,8
E01025242,7,8
E01025243,8,5
E01025244,4,2
E01025245,9,2
E01025246,5,3
E01025247,4,2
E01025248,9,1
E01025249,5,3
E01025250,9,1
E01025251,6,7
E01025252,5,4
E01025253,1,10
E01025254,7,8
E01025255,7,10
E01025256,7,9
E01025257,7,9
E01025258,7,10
E01025259,7,10
E01025260,9,1
E01025261,8,4
E01025262,5,3
E01025263,4,2
E01025264,4,2
E01025265,5,4
E01025266,7,7
E01025267,5,3
E01025268,4,2
E01025269,4,2
E01025270,6,7
E01025271,5,3
E01025272,7,8
E01025273,7,9
E01025274,4,2
E01025275,4,2
E01025276,8,4
E01025277,7,8
E01025278,7,10
E01025279,2,6
E01025280,1,8
E01025281,1,9
E01025282,5,4
E01025283,9,1
E01025284,5,2
E01025285,4,2
E01025286,10,1
E01025287,9,1
E01025288,5,4
E01025289,4,2
E01025290,4,1
E01025291,4,2
E01025292,5,2
E01025293,9,1
E01025294,8,3
E01025295,9,1
E01025296,9,1
E01025297,9,1
E01025298,9,1
E01025299,7,9
E01025300,5,3
E01025301,6,7
E01025302,7,8
E01025303,7,9
E01025304,8,4
E01025305,4,2
E01025306,8,2
E01025308,8,3
E01025309,5,4
E01025310,4,2
E01025311,8,3
E01025312,8,3
E01025313,4,2
E01025314,8,4
E01025315,2,6
E01025316,7,9
E01025317,7,7
E01025318,7,9
E01025319,1,9
E01025320,2,5
E01025321,7,9
E01025322,2,7
E01025323,1,8
E01025324,7,8
E01025325,6,5
E01025326,7,7
E01025327,7,10
E01025328,7,9
E01025329,6,6
E01025330,6,6
E01025331,2,5
E01025332,7,10
E01025333,6,7
E01025334,6,6
E01025335,5,4
E01025336,7,10
E01025337,7,10
E01025338,8,6
E01025339,6,7
E01025340,7,9
E01025341,7,10
E01025342,7,9
E01025343,7,9
E01025344,7,8
E01025345,7,10
E01025346,7,9
E01025347,6,8
E01025348,1,9
E01025349,1,8
E01025350,7,10
E01025351,6,6
E01025352,1,10
E01025353,7,9
E01025354,1,9
E01025355,7,10
E01025356,5,3
E01025357,8,5
E01025358,1,8
E01025359,5,3
E01025360,5,4
E01025361,6,7
E01025362,6,7
E01025363,6,5
E01025364,7,9
E01025365,7,8
E01025366,4,2
E01025367,6,6
E01025368,4,3
E01025369,9,1
E01025370,5,4
E01025371,5,3
E01025373,7,7
E01025374,5,3
E01025375,6,7
E01025376,5,3
E01025377,7,10
E01025378,7,9
E01025379,5,3
E01025380,7,9
E01025381,9,1
E01025382,9,1
E01025383,6,6
E01025384,6,6
E01025385,9,1
E01025387,6,5
E01025388,4,2
E01025389,9,1
E01025390,4,2
E01025391,4,3
E01025392,5,3
E01025393,6,4
E01025394,5,4
E01025395,8,5
E01025396,9,1
E01025397,4,2
E01025398,5,3
E01025399,4,3
E01025400,6,7
E01025401,8,5
E01025402,8,4
E01025403,7,10
E01025404,7,9
E01025405,5,3
E01025406,7,9
E01025407,5,3
E01025408,7,9
E01025409,7,8
E01025410,7,10
E01025411,6,7
E01025412,6,5
E01025413,7,8
E01025414,7,10
E01025415,6,5
E01025416,7,8
E01025417,6,7
E01025418,8,6
E01025419,6,6
E01025420,7,8
E01025421,8,6
E01025422,5,4
E01025423,10,1
E01025424,7,10
E01025425,7,8
E01025426,7,10
E01025427,5,4
E01025428,5,5
E01025429,4,3
E01025430,7,8
E01025431,8,4
E01025433,8,6
E01025434,7,10
E01025435,6,5
E01025436,7,8
E01025437,7,9
E01025438,7,10
E01025439,7,10
E01025440,7,10
E01025441,7,10
E01025442,5,3
E01025443,7,8
E01025444,8,5
E01025445,9,1
E01025446,6,7
E01025447,10,1
E01025448,8,5
E01025449,7,9
E01025450,5,3
E01025451,7,9
E01025452,5,3
E01025453,7,8
E01025454,7,10
E01025455,7,9
E01025456,1,6
E01025457,8,6
E01025458,8,5
E01025459,8,4
E01025460,4,3
E01025461,7,9
E01025462,7,7
E01025463,7,7
E01025464,1,10
E01025465,6,7
E01025466,7,10
E01025467,7,9
E01025468,7,10
E01025469,4,3
E01025470,7,9
E01025471,4,2
E01025472,7,10
E01025473,6,7
E01025474,8,5
E01025475,7,10
E01025476,7,10
E01025477,7,9
E01025478,7,10
E01025479,2,5
E01025480,4,2
E01025481,4,2
E01025482,10,1
E01025483,6,6
E01025484,7,9
E01025485,6,7
E01025486,6,6
E01025487,6,7
E01025488,7,8
E01025489,7,8
E01025490,7,9
E01025491,1,9
E01025492,5,4
E01025493,10,1
E01025494,9,1
E01025495,1,6
E01025496,6,7
E01025497,7,8
E01025498,7,8
E01025499,6,7
E01025500,8,6
E01025501,7,10
E01025502,7,10
E01025503,9,2
E01025504,10,1
E01025505,5,3
E01025506,1,8
E01025507,6,7
E01025508,5,5
E01025509,6,5
E01025510,7,10
E01025511,7,9
E01025512,7,9
E01025513,1,8
E01025514,1,6
E01025515,2,6
E01025516,7,8
E01025517,5,4
E01025518,5,4
E01025519,7,9
E01025520,4,2
E01025521,4,2
E01025522,6,5
E01025523,5,4
E01025524,9,2
E01025525,5,5
E01025526,5,4
E01025527,9,1
E01025528,9,1
E01025529,4,2
E01025530,7,10
E01025531,6,6
E01025532,7,9
E01025533,7,9
E01025534,7,10
E01025535,1,6
E01025536,5,3
E01025537,6,7
E01025538,7,9
E01025539,7,9
E01025540,7,8
E01025541,6,6
E01025542,7,8
E01025543,5,4
